created_at,id,name,entry_id,temperature
2025-03-06 07:24:38 UTC,1598577,Proteus P2,6409,23.12500
2025-03-06 07:24:51 UTC,1598577,Proteus P2,6418,22.87500
2025-03-06 07:25:05 UTC,1598577,Proteus P2,6428,22.62500
2025-03-06 07:25:18 UTC,1598577,Proteus P2,6437,22.37500
2025-03-06 07:25:31 UTC,1598577,Proteus P2,6446,22.18750
2025-03-06 07:25:44 UTC,1598577,Proteus P2,6455,26.56250
2025-03-06 07:25:59 UTC,1598577,Proteus P2,6465,29.62500
2025-03-06 07:26:12 UTC,1598577,Proteus P2,6474,30.62500
2025-03-06 07:26:25 UTC,1598577,Proteus P2,6483,31.18750
2025-03-06 07:26:41 UTC,1598577,Proteus P2,6494,30.50000
2025-03-06 07:26:56 UTC,1598577,Proteus P2,6504,29.31250
2025-03-06 07:27:10 UTC,1598577,Proteus P2,6514,30.50000
2025-03-06 07:27:24 UTC,1598577,Proteus P2,6524,30.25000
2025-03-06 07:27:38 UTC,1598577,Proteus P2,6534,29.50000
2025-03-06 07:27:53 UTC,1598577,Proteus P2,6544,28.87500
2025-03-06 07:28:07 UTC,1598577,Proteus P2,6554,28.75000
2025-03-06 07:28:21 UTC,1598577,Proteus P2,6564,30.25000
2025-03-06 07:28:36 UTC,1598577,Proteus P2,6574,31.37500
2025-03-06 07:28:49 UTC,1598577,Proteus P2,6583,31.87500
2025-03-06 07:29:04 UTC,1598577,Proteus P2,6593,32.06250
2025-03-06 07:29:18 UTC,1598577,Proteus P2,6603,32.18750
2025-03-06 07:29:33 UTC,1598577,Proteus P2,6613,32.18750
2025-03-06 07:29:46 UTC,1598577,Proteus P2,6622,32.18750
2025-03-06 07:30:01 UTC,1598577,Proteus P2,6632,32.12500
2025-03-06 07:30:15 UTC,1598577,Proteus P2,6642,32.12500
2025-03-06 07:30:30 UTC,1598577,Proteus P2,6652,32.00000
2025-03-06 07:30:45 UTC,1598577,Proteus P2,6662,31.93750
2025-03-06 07:30:59 UTC,1598577,Proteus P2,6672,31.93750
2025-03-06 07:31:12 UTC,1598577,Proteus P2,6681,31.87500
2025-03-06 07:31:27 UTC,1598577,Proteus P2,6691,31.87500
2025-03-06 07:31:41 UTC,1598577,Proteus P2,6700,31.87500
2025-03-06 07:31:55 UTC,1598577,Proteus P2,6710,31.87500
2025-03-06 07:32:10 UTC,1598577,Proteus P2,6720,31.81250
2025-03-06 07:32:24 UTC,1598577,Proteus P2,6728,31.75000
2025-03-06 07:32:39 UTC,1598577,Proteus P2,6738,31.68750
2025-03-06 07:32:54 UTC,1598577,Proteus P2,6748,31.68750
2025-03-06 07:33:08 UTC,1598577,Proteus P2,6758,31.62500
2025-03-06 07:33:21 UTC,1598577,Proteus P2,6767,31.56250
2025-03-06 07:33:36 UTC,1598577,Proteus P2,6777,31.50000
2025-03-06 07:33:50 UTC,1598577,Proteus P2,6787,31.43750
2025-03-06 07:34:05 UTC,1598577,Proteus P2,6797,31.43750
2025-03-06 07:34:19 UTC,1598577,Proteus P2,6807,31.37500
2025-03-06 07:34:34 UTC,1598577,Proteus P2,6817,31.31250
2025-03-06 07:34:48 UTC,1598577,Proteus P2,6826,31.31250
2025-03-06 07:35:02 UTC,1598577,Proteus P2,6836,31.25000
2025-03-06 07:35:17 UTC,1598577,Proteus P2,6846,31.25000
2025-03-06 07:35:31 UTC,1598577,Proteus P2,6856,31.18750
2025-03-06 07:35:46 UTC,1598577,Proteus P2,6866,31.25000
2025-03-06 07:36:00 UTC,1598577,Proteus P2,6876,31.12500
2025-03-06 07:36:14 UTC,1598577,Proteus P2,6886,31.12500
2025-03-06 07:36:29 UTC,1598577,Proteus P2,6896,31.12500
2025-03-06 07:36:43 UTC,1598577,Proteus P2,6906,31.12500
2025-03-06 07:36:58 UTC,1598577,Proteus P2,6916,31.06250
2025-03-06 07:37:12 UTC,1598577,Proteus P2,6926,31.06250
2025-03-06 07:37:25 UTC,1598577,Proteus P2,6935,31.06250
2025-03-06 07:37:40 UTC,1598577,Proteus P2,6945,31.06250
2025-03-06 07:37:54 UTC,1598577,Proteus P2,6955,31.06250
2025-03-06 07:38:09 UTC,1598577,Proteus P2,6965,31.06250
2025-03-06 07:38:23 UTC,1598577,Proteus P2,6975,31.00000
2025-03-06 07:38:37 UTC,1598577,Proteus P2,6984,31.06250
2025-03-06 07:38:51 UTC,1598577,Proteus P2,6994,31.06250
2025-03-06 07:39:05 UTC,1598577,Proteus P2,7004,31.12500
2025-03-06 07:39:20 UTC,1598577,Proteus P2,7014,31.12500
2025-03-06 07:39:34 UTC,1598577,Proteus P2,7024,31.12500
2025-03-06 07:39:49 UTC,1598577,Proteus P2,7034,31.12500
2025-03-06 07:40:03 UTC,1598577,Proteus P2,7044,31.12500
2025-03-06 07:40:17 UTC,1598577,Proteus P2,7054,31.12500
2025-03-06 07:40:32 UTC,1598577,Proteus P2,7064,31.12500
2025-03-06 07:40:46 UTC,1598577,Proteus P2,7074,31.06250
2025-03-06 07:40:56 UTC,1598577,Proteus P2,7081,31.06250
2025-03-06 07:41:15 UTC,1598577,Proteus P2,7091,31.06250
2025-03-06 07:41:29 UTC,1598577,Proteus P2,7101,31.06250
2025-03-06 07:41:44 UTC,1598577,Proteus P2,7111,31.25000
2025-03-06 07:41:58 UTC,1598577,Proteus P2,7121,31.25000
2025-03-06 07:42:13 UTC,1598577,Proteus P2,7131,31.25000
2025-03-06 07:42:27 UTC,1598577,Proteus P2,7141,31.25000
2025-03-06 07:42:41 UTC,1598577,Proteus P2,7151,31.25000
2025-03-06 07:42:56 UTC,1598577,Proteus P2,7161,31.25000
2025-03-06 07:43:10 UTC,1598577,Proteus P2,7171,31.25000
2025-03-06 07:43:24 UTC,1598577,Proteus P2,7181,31.18750
2025-03-06 07:43:39 UTC,1598577,Proteus P2,7191,31.18750
2025-03-06 07:43:53 UTC,1598577,Proteus P2,7201,31.18750
2025-03-06 07:44:08 UTC,1598577,Proteus P2,7211,31.12500
2025-03-06 07:44:21 UTC,1598577,Proteus P2,7220,31.06250
2025-03-06 07:44:37 UTC,1598577,Proteus P2,7230,31.00000
2025-03-06 07:44:52 UTC,1598577,Proteus P2,7240,30.93750
2025-03-06 07:45:06 UTC,1598577,Proteus P2,7250,30.87500
2025-03-06 07:45:20 UTC,1598577,Proteus P2,7260,30.87500
2025-03-06 07:45:35 UTC,1598577,Proteus P2,7270,30.81250
2025-03-06 07:45:49 UTC,1598577,Proteus P2,7280,30.75000
2025-03-06 07:46:04 UTC,1598577,Proteus P2,7290,30.68750
2025-03-06 07:46:18 UTC,1598577,Proteus P2,7300,30.68750
2025-03-06 07:46:32 UTC,1598577,Proteus P2,7310,30.68750
2025-03-06 07:46:47 UTC,1598577,Proteus P2,7320,30.68750
2025-03-06 07:47:01 UTC,1598577,Proteus P2,7330,30.68750
2025-03-06 07:47:15 UTC,1598577,Proteus P2,7340,30.62500
2025-03-06 07:47:30 UTC,1598577,Proteus P2,7350,30.62500
2025-03-06 07:47:44 UTC,1598577,Proteus P2,7360,30.56250
2025-03-06 07:47:59 UTC,1598577,Proteus P2,7370,30.56250
2025-03-06 07:48:13 UTC,1598577,Proteus P2,7380,30.56250
2025-03-06 07:48:27 UTC,1598577,Proteus P2,7390,30.50000
2025-03-06 07:48:42 UTC,1598577,Proteus P2,7400,30.50000
2025-03-06 07:48:56 UTC,1598577,Proteus P2,7410,30.50000
2025-03-06 07:49:10 UTC,1598577,Proteus P2,7420,30.43750
2025-03-06 07:49:25 UTC,1598577,Proteus P2,7430,30.43750
2025-03-06 07:49:39 UTC,1598577,Proteus P2,7440,30.37500
2025-03-06 07:49:53 UTC,1598577,Proteus P2,7450,30.43750
2025-03-06 07:50:08 UTC,1598577,Proteus P2,7460,30.37500
2025-03-06 07:50:22 UTC,1598577,Proteus P2,7470,30.37500
2025-03-06 07:50:37 UTC,1598577,Proteus P2,7480,30.37500
2025-03-06 07:50:51 UTC,1598577,Proteus P2,7490,30.37500
2025-03-06 07:51:05 UTC,1598577,Proteus P2,7500,30.31250
2025-03-06 07:51:20 UTC,1598577,Proteus P2,7510,30.37500
2025-03-06 07:51:34 UTC,1598577,Proteus P2,7520,30.37500
2025-03-06 07:51:48 UTC,1598577,Proteus P2,7530,30.31250
2025-03-06 07:52:03 UTC,1598577,Proteus P2,7540,30.31250
2025-03-06 07:52:17 UTC,1598577,Proteus P2,7550,30.31250
2025-03-06 07:52:32 UTC,1598577,Proteus P2,7560,30.25000
2025-03-06 07:52:46 UTC,1598577,Proteus P2,7570,30.25000
2025-03-06 07:53:00 UTC,1598577,Proteus P2,7580,30.25000
2025-03-06 07:53:15 UTC,1598577,Proteus P2,7590,30.25000
2025-03-06 07:53:29 UTC,1598577,Proteus P2,7600,30.18750
2025-03-06 07:53:43 UTC,1598577,Proteus P2,7610,30.25000
2025-03-06 07:53:57 UTC,1598577,Proteus P2,7620,30.18750
2025-03-06 07:54:12 UTC,1598577,Proteus P2,7630,30.18750
2025-03-06 07:54:26 UTC,1598577,Proteus P2,7640,30.25000
2025-03-06 07:54:41 UTC,1598577,Proteus P2,7650,30.25000
2025-03-06 07:54:55 UTC,1598577,Proteus P2,7660,30.25000
2025-03-06 07:55:08 UTC,1598577,Proteus P2,7669,30.25000
2025-03-06 07:55:23 UTC,1598577,Proteus P2,7679,30.25000
2025-03-06 07:55:37 UTC,1598577,Proteus P2,7689,30.25000
2025-03-06 07:55:51 UTC,1598577,Proteus P2,7699,30.31250
2025-03-06 07:56:06 UTC,1598577,Proteus P2,7709,30.31250
2025-03-06 07:56:20 UTC,1598577,Proteus P2,7719,30.25000
2025-03-06 07:56:34 UTC,1598577,Proteus P2,7729,30.25000
2025-03-06 07:56:49 UTC,1598577,Proteus P2,7739,30.18750
2025-03-06 07:57:03 UTC,1598577,Proteus P2,7749,30.18750
2025-03-06 07:57:18 UTC,1598577,Proteus P2,7759,30.18750
2025-03-06 07:57:32 UTC,1598577,Proteus P2,7769,30.12500
2025-03-06 07:57:47 UTC,1598577,Proteus P2,7779,30.12500
2025-03-06 07:58:01 UTC,1598577,Proteus P2,7789,30.12500
2025-03-06 07:58:15 UTC,1598577,Proteus P2,7799,30.12500
2025-03-06 07:58:30 UTC,1598577,Proteus P2,7809,30.12500
2025-03-06 07:58:44 UTC,1598577,Proteus P2,7819,30.12500
2025-03-06 07:58:58 UTC,1598577,Proteus P2,7829,30.12500
2025-03-06 07:59:13 UTC,1598577,Proteus P2,7839,30.12500
2025-03-06 07:59:27 UTC,1598577,Proteus P2,7849,30.12500
2025-03-06 07:59:41 UTC,1598577,Proteus P2,7859,30.06250
2025-03-06 07:59:56 UTC,1598577,Proteus P2,7869,30.06250
2025-03-06 08:00:10 UTC,1598577,Proteus P2,7879,30.06250
2025-03-06 08:00:25 UTC,1598577,Proteus P2,7889,30.06250
2025-03-06 08:00:39 UTC,1598577,Proteus P2,7899,30.12500
2025-03-06 08:00:53 UTC,1598577,Proteus P2,7909,30.06250
2025-03-06 08:01:08 UTC,1598577,Proteus P2,7919,30.00000
2025-03-06 08:01:22 UTC,1598577,Proteus P2,7929,30.00000
2025-03-06 08:01:35 UTC,1598577,Proteus P2,7938,29.93750
2025-03-06 08:01:49 UTC,1598577,Proteus P2,7948,30.00000
2025-03-06 08:02:04 UTC,1598577,Proteus P2,7958,30.00000
2025-03-06 08:02:19 UTC,1598577,Proteus P2,7969,30.00000
2025-03-06 08:02:33 UTC,1598577,Proteus P2,7978,30.00000
2025-03-06 08:02:47 UTC,1598577,Proteus P2,7988,30.00000
2025-03-06 08:03:01 UTC,1598577,Proteus P2,7998,30.06250
2025-03-06 08:03:16 UTC,1598577,Proteus P2,8008,30.06250
2025-03-06 08:03:30 UTC,1598577,Proteus P2,8018,30.12500
2025-03-06 08:03:45 UTC,1598577,Proteus P2,8028,30.25000
2025-03-06 08:03:59 UTC,1598577,Proteus P2,8038,30.18750
2025-03-06 08:04:14 UTC,1598577,Proteus P2,8048,30.25000
2025-03-06 08:04:28 UTC,1598577,Proteus P2,8058,30.31250
2025-03-06 08:04:43 UTC,1598577,Proteus P2,8068,30.31250
2025-03-06 08:04:57 UTC,1598577,Proteus P2,8078,30.31250
2025-03-06 08:05:11 UTC,1598577,Proteus P2,8088,30.31250
2025-03-06 08:05:26 UTC,1598577,Proteus P2,8098,30.37500
2025-03-06 08:05:39 UTC,1598577,Proteus P2,8107,30.37500
2025-03-06 08:05:53 UTC,1598577,Proteus P2,8117,30.37500
2025-03-06 08:06:08 UTC,1598577,Proteus P2,8127,30.37500
2025-03-06 08:06:22 UTC,1598577,Proteus P2,8137,30.43750
2025-03-06 08:06:36 UTC,1598577,Proteus P2,8146,30.43750
2025-03-06 08:06:51 UTC,1598577,Proteus P2,8156,30.43750
2025-03-06 08:07:05 UTC,1598577,Proteus P2,8166,30.43750
2025-03-06 08:07:19 UTC,1598577,Proteus P2,8176,30.50000
2025-03-06 08:07:35 UTC,1598577,Proteus P2,8187,30.50000
2025-03-06 08:07:48 UTC,1598577,Proteus P2,8196,30.50000
2025-03-06 08:08:02 UTC,1598577,Proteus P2,8206,30.56250
2025-03-06 08:08:17 UTC,1598577,Proteus P2,8216,30.56250
2025-03-06 08:08:31 UTC,1598577,Proteus P2,8226,30.56250
2025-03-06 08:08:46 UTC,1598577,Proteus P2,8236,30.56250
2025-03-06 08:09:00 UTC,1598577,Proteus P2,8246,30.50000
2025-03-06 08:09:14 UTC,1598577,Proteus P2,8256,30.50000
2025-03-06 08:09:29 UTC,1598577,Proteus P2,8266,30.50000
2025-03-06 08:09:43 UTC,1598577,Proteus P2,8276,30.50000
2025-03-06 08:09:57 UTC,1598577,Proteus P2,8286,30.50000
2025-03-06 08:10:12 UTC,1598577,Proteus P2,8296,30.50000
2025-03-06 08:10:26 UTC,1598577,Proteus P2,8306,30.50000
2025-03-06 08:10:41 UTC,1598577,Proteus P2,8316,30.50000
2025-03-06 08:10:55 UTC,1598577,Proteus P2,8326,30.50000
2025-03-06 08:11:10 UTC,1598577,Proteus P2,8336,30.50000
2025-03-06 08:11:24 UTC,1598577,Proteus P2,8346,30.50000
2025-03-06 08:11:39 UTC,1598577,Proteus P2,8356,30.50000
2025-03-06 08:11:51 UTC,1598577,Proteus P2,8365,30.56250
2025-03-06 08:12:08 UTC,1598577,Proteus P2,8375,30.56250
2025-03-06 08:12:23 UTC,1598577,Proteus P2,8385,30.56250
2025-03-06 08:12:37 UTC,1598577,Proteus P2,8395,30.50000
2025-03-06 08:12:52 UTC,1598577,Proteus P2,8405,30.56250
2025-03-06 08:13:06 UTC,1598577,Proteus P2,8415,30.56250
2025-03-06 08:13:21 UTC,1598577,Proteus P2,8425,30.56250
2025-03-06 08:13:35 UTC,1598577,Proteus P2,8435,30.56250
2025-03-06 08:13:49 UTC,1598577,Proteus P2,8445,30.56250
2025-03-06 08:14:04 UTC,1598577,Proteus P2,8455,30.50000
2025-03-06 08:14:18 UTC,1598577,Proteus P2,8465,30.56250
2025-03-06 08:14:33 UTC,1598577,Proteus P2,8475,30.62500
2025-03-06 08:14:47 UTC,1598577,Proteus P2,8485,30.62500
2025-03-06 08:15:00 UTC,1598577,Proteus P2,8494,30.56250
2025-03-06 08:15:13 UTC,1598577,Proteus P2,8503,30.56250
2025-03-06 08:15:30 UTC,1598577,Proteus P2,8513,30.56250
2025-03-06 08:15:44 UTC,1598577,Proteus P2,8523,30.56250
2025-03-06 08:15:58 UTC,1598577,Proteus P2,8533,30.56250
2025-03-06 08:16:12 UTC,1598577,Proteus P2,8542,30.50000
2025-03-06 08:16:26 UTC,1598577,Proteus P2,8552,30.56250
2025-03-06 08:16:41 UTC,1598577,Proteus P2,8562,30.56250
2025-03-06 08:16:55 UTC,1598577,Proteus P2,8572,30.50000
2025-03-06 08:17:10 UTC,1598577,Proteus P2,8582,30.50000
2025-03-06 08:17:24 UTC,1598577,Proteus P2,8592,30.50000
2025-03-06 08:17:38 UTC,1598577,Proteus P2,8602,30.50000
2025-03-06 08:17:53 UTC,1598577,Proteus P2,8612,30.50000
2025-03-06 08:18:07 UTC,1598577,Proteus P2,8622,30.50000
2025-03-06 08:18:22 UTC,1598577,Proteus P2,8632,30.50000
2025-03-06 08:18:36 UTC,1598577,Proteus P2,8642,30.56250
2025-03-06 08:18:50 UTC,1598577,Proteus P2,8652,30.56250
2025-03-06 08:19:05 UTC,1598577,Proteus P2,8662,30.50000
2025-03-06 08:19:19 UTC,1598577,Proteus P2,8672,30.50000
2025-03-06 08:19:34 UTC,1598577,Proteus P2,8682,30.50000
2025-03-06 08:19:47 UTC,1598577,Proteus P2,8691,30.50000
2025-03-06 08:20:01 UTC,1598577,Proteus P2,8701,30.50000
2025-03-06 08:20:16 UTC,1598577,Proteus P2,8711,30.43750
2025-03-06 08:20:30 UTC,1598577,Proteus P2,8721,30.50000
2025-03-06 08:20:44 UTC,1598577,Proteus P2,8731,30.50000
2025-03-06 08:20:59 UTC,1598577,Proteus P2,8741,30.50000
2025-03-06 08:21:13 UTC,1598577,Proteus P2,8751,30.50000
2025-03-06 08:21:28 UTC,1598577,Proteus P2,8761,30.50000
2025-03-06 08:21:42 UTC,1598577,Proteus P2,8771,30.50000
2025-03-06 08:21:57 UTC,1598577,Proteus P2,8781,30.50000
2025-03-06 08:22:11 UTC,1598577,Proteus P2,8791,30.50000
2025-03-06 08:22:25 UTC,1598577,Proteus P2,8800,30.50000
2025-03-06 08:22:40 UTC,1598577,Proteus P2,8809,30.43750
2025-03-06 08:22:54 UTC,1598577,Proteus P2,8819,30.43750
2025-03-06 08:23:08 UTC,1598577,Proteus P2,8829,30.43750
2025-03-06 08:23:23 UTC,1598577,Proteus P2,8839,30.50000
2025-03-06 08:23:37 UTC,1598577,Proteus P2,8849,30.43750
2025-03-06 08:23:51 UTC,1598577,Proteus P2,8859,30.50000
2025-03-06 08:24:06 UTC,1598577,Proteus P2,8869,30.43750
2025-03-06 08:24:20 UTC,1598577,Proteus P2,8879,30.43750
2025-03-06 08:24:35 UTC,1598577,Proteus P2,8889,30.43750
2025-03-06 08:24:49 UTC,1598577,Proteus P2,8899,30.43750
2025-03-06 08:25:03 UTC,1598577,Proteus P2,8909,30.43750
2025-03-06 08:25:18 UTC,1598577,Proteus P2,8919,30.43750
2025-03-06 08:25:31 UTC,1598577,Proteus P2,8928,30.50000
2025-03-06 08:25:45 UTC,1598577,Proteus P2,8938,30.50000
2025-03-06 08:26:00 UTC,1598577,Proteus P2,8948,30.43750
2025-03-06 08:26:14 UTC,1598577,Proteus P2,8958,30.43750
2025-03-06 08:26:28 UTC,1598577,Proteus P2,8968,30.37500
2025-03-06 08:26:43 UTC,1598577,Proteus P2,8978,30.43750
2025-03-06 08:26:57 UTC,1598577,Proteus P2,8988,30.37500
2025-03-06 08:27:12 UTC,1598577,Proteus P2,8998,30.43750
2025-03-06 08:27:26 UTC,1598577,Proteus P2,9008,30.43750
2025-03-06 08:27:40 UTC,1598577,Proteus P2,9018,30.50000
2025-03-06 08:27:55 UTC,1598577,Proteus P2,9028,30.50000
2025-03-06 08:28:10 UTC,1598577,Proteus P2,9038,30.50000
2025-03-06 08:28:24 UTC,1598577,Proteus P2,9048,30.50000
2025-03-06 08:28:38 UTC,1598577,Proteus P2,9058,30.50000
2025-03-06 08:28:53 UTC,1598577,Proteus P2,9068,30.50000
2025-03-06 08:29:06 UTC,1598577,Proteus P2,9077,30.50000
2025-03-06 08:29:20 UTC,1598577,Proteus P2,9087,30.56250
2025-03-06 08:29:35 UTC,1598577,Proteus P2,9097,30.50000
2025-03-06 08:29:49 UTC,1598577,Proteus P2,9107,30.50000
2025-03-06 08:30:03 UTC,1598577,Proteus P2,9117,30.50000
2025-03-06 08:30:18 UTC,1598577,Proteus P2,9127,30.50000
2025-03-06 08:30:32 UTC,1598577,Proteus P2,9137,30.50000
2025-03-06 08:30:47 UTC,1598577,Proteus P2,9147,30.50000
2025-03-06 08:31:01 UTC,1598577,Proteus P2,9157,30.50000
2025-03-06 08:31:15 UTC,1598577,Proteus P2,9167,30.50000
2025-03-06 08:31:30 UTC,1598577,Proteus P2,9177,30.50000
2025-03-06 08:31:44 UTC,1598577,Proteus P2,9187,30.50000
2025-03-06 08:31:59 UTC,1598577,Proteus P2,9197,30.56250
2025-03-06 08:32:13 UTC,1598577,Proteus P2,9207,30.56250
2025-03-06 08:32:27 UTC,1598577,Proteus P2,9216,30.50000
2025-03-06 08:32:41 UTC,1598577,Proteus P2,9226,30.50000
2025-03-06 08:32:56 UTC,1598577,Proteus P2,9236,30.43750
2025-03-06 08:33:10 UTC,1598577,Proteus P2,9246,30.37500
2025-03-06 08:33:25 UTC,1598577,Proteus P2,9256,30.37500
2025-03-06 08:33:39 UTC,1598577,Proteus P2,9266,30.31250
2025-03-06 08:33:53 UTC,1598577,Proteus P2,9276,30.31250
2025-03-06 08:34:08 UTC,1598577,Proteus P2,9286,30.25000
2025-03-06 08:34:23 UTC,1598577,Proteus P2,9296,30.18750
2025-03-06 08:34:37 UTC,1598577,Proteus P2,9306,30.12500
2025-03-06 08:34:51 UTC,1598577,Proteus P2,9316,30.12500
2025-03-06 08:35:06 UTC,1598577,Proteus P2,9326,30.06250
2025-03-06 08:35:20 UTC,1598577,Proteus P2,9336,30.00000
2025-03-06 08:35:33 UTC,1598577,Proteus P2,9345,30.00000
2025-03-06 08:35:48 UTC,1598577,Proteus P2,9355,30.00000
2025-03-06 08:36:02 UTC,1598577,Proteus P2,9365,30.00000
2025-03-06 08:36:17 UTC,1598577,Proteus P2,9375,29.93750
2025-03-06 08:36:32 UTC,1598577,Proteus P2,9385,29.93750
2025-03-06 08:36:46 UTC,1598577,Proteus P2,9395,29.87500
2025-03-06 08:36:59 UTC,1598577,Proteus P2,9404,29.93750
2025-03-06 08:37:13 UTC,1598577,Proteus P2,9414,29.93750
2025-03-06 08:37:28 UTC,1598577,Proteus P2,9424,29.93750
2025-03-06 08:37:42 UTC,1598577,Proteus P2,9434,29.93750
2025-03-06 08:37:57 UTC,1598577,Proteus P2,9444,29.87500
2025-03-06 08:38:11 UTC,1598577,Proteus P2,9454,29.81250
2025-03-06 08:38:25 UTC,1598577,Proteus P2,9464,29.87500
2025-03-06 08:38:40 UTC,1598577,Proteus P2,9474,29.81250
2025-03-06 08:38:55 UTC,1598577,Proteus P2,9484,29.87500
2025-03-06 08:39:09 UTC,1598577,Proteus P2,9494,29.87500
2025-03-06 08:39:24 UTC,1598577,Proteus P2,9504,29.93750
2025-03-06 08:39:37 UTC,1598577,Proteus P2,9513,29.93750
2025-03-06 08:39:51 UTC,1598577,Proteus P2,9523,30.00000
2025-03-06 08:40:06 UTC,1598577,Proteus P2,9533,30.06250
2025-03-06 08:40:20 UTC,1598577,Proteus P2,9543,30.06250
2025-03-06 08:40:35 UTC,1598577,Proteus P2,9553,30.06250
2025-03-06 08:40:49 UTC,1598577,Proteus P2,9563,30.06250
2025-03-06 08:41:03 UTC,1598577,Proteus P2,9573,30.12500
2025-03-06 08:41:18 UTC,1598577,Proteus P2,9583,30.12500
2025-03-06 08:41:32 UTC,1598577,Proteus P2,9593,30.12500
2025-03-06 08:41:46 UTC,1598577,Proteus P2,9603,30.12500
2025-03-06 08:42:01 UTC,1598577,Proteus P2,9613,30.18750
2025-03-06 08:42:15 UTC,1598577,Proteus P2,9623,30.12500
2025-03-06 08:42:30 UTC,1598577,Proteus P2,9633,30.18750
2025-03-06 08:42:44 UTC,1598577,Proteus P2,9643,30.18750
2025-03-06 08:42:58 UTC,1598577,Proteus P2,9653,30.25000
2025-03-06 08:43:13 UTC,1598577,Proteus P2,9663,30.25000
2025-03-06 08:43:27 UTC,1598577,Proteus P2,9673,30.31250
2025-03-06 08:43:40 UTC,1598577,Proteus P2,9682,30.31250
2025-03-06 08:43:55 UTC,1598577,Proteus P2,9692,30.31250
2025-03-06 08:44:09 UTC,1598577,Proteus P2,9702,30.31250
2025-03-06 08:44:24 UTC,1598577,Proteus P2,9712,30.31250
2025-03-06 08:44:38 UTC,1598577,Proteus P2,9722,30.37500
2025-03-06 08:44:53 UTC,1598577,Proteus P2,9732,30.31250
2025-03-06 08:45:07 UTC,1598577,Proteus P2,9742,30.31250
